sentence,aspect,label
we went by tuk tuk to ritigala from haberana with a great guy called minda probably spelt wrongly,Transportation,2
the beach in front of the hotel is quite nice and clean although not huge,Accommodation,1
you will need to get tuk tuk or taxi to manage everything,Transportation,2
loved this hindu temple so bright with its beautiful paintings and statues,Religious & Historical,4
almost everytime we were completely alone not one other jeep was there besides us,Transportation,0
the tranquil atmosphere soothes the upended nerves of the city dweller creating the right atmosphere environment so that meditation is possible and even for the not so religious person for peace and inner satisfaction to stem from the inner most souls making even a murderer a saint,Religious & Historical,0
"Although the weather was hot, shopping and food were both amazing.",Food & Dining,4
it is definitely not the easiest beach to walk down to loose stones in the road towards the beach pathway and then the pathway itself would be quite challenging for some,Transportation,0
the jungle all around,Nature & Activities,2
the water activities with the lush green view and the cool breaze and thefood option everything is perfect about this place,Crowds & Sustainability,3
our driver suggested we stop by here and we were so glad for it,Transportation,4
the sea is lovely and warm and very lively but safe,Nature & Activities,4
if you are not a religious person that understands where to go when and what is happening there at that moment you will not enjoy the place much neither the ceremony that happens at the place when it is open to the public,Religious & Historical,0
definitely worth a visit if you are a fan of wildlife,Nature & Activities,3
a walk around the fort is very nostalgic,Nature & Activities,0
"The bus ride was long and uncomfortable, though the historical temple made it worth it.",Religious & Historical,3
lovely wide beach soft sand clean,Nature & Activities,3
the usual route is via pedro is tea estate which is also an easier walk,Nature & Activities,1
we saw many wild elephants and many wild animals,Nature & Activities,3
we sacked it off and went to town for lunch,Food & Dining,2
the teas are quite expensive but there was no pressure to buy,Entertainment & Shopping,1
too steep for such a lame attraction as usual it has a buddha statue,Religious & Historical,1
we really enjoyed our night at bacco italian restaurant eating great food and a bottle of good wine,Food & Dining,4
"The beach was clean and relaxing, and the nearby restaurants served delicious seafood.",Nature & Activities,3
30am as the park opened at 6 we had to buy an entrance ticket to the national park which was 5700 rupees,Nature & Activities,2
The pool and massage were amazing; the room view was disappointing though.,Accommodation,1
i found it ok but could not swim as the season for swimming was off and stream was strong and dangerous,Nature & Activities,0
this is an impressive temple worth visiting,Religious & Historical,4
"Although the weather was hot, shopping and food were both amazing.",Food & Dining,4
took a tuk tuk walk and climb to this area,Nature & Activities,2
never been more disgusted with a conservation effort in my life,Crowds & Sustainability,1
morepver the boat drivers drive like crazy on off,Transportation,0
the temple is located away from the archaeological center and would take a bus ride to get there,Transportation,2
it is worth buying a pair of elephant pants to cover up those legs if necessary,Nature & Activities,2
tip from a local do not go for a jetski ride in this lake,Transportation,2
this ticked a box and would probably tick many for temple aficionados,Religious & Historical,3
there is a cafe on site with a clean toilet,Accommodation,2
"Traffic was terrible, but once we got there, the hike through the mountains was breathtaking.",Nature & Activities,4
museum depicting worshipers at this stupa,Religious & Historical,2
