place,user_type,unsafe_review_percent,Wellness & Relaxation,Transportation,Food & Dining,Nature & Activities,Entertainment & Shopping,Accommodation,Crowds & Sustainability,Religious & Historical
Abhayagiri Dagaba,couple,0.0,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 33.33%; positive: 66.67%; very positive: 0.0%
Brief Garden - Bevis Bawa,group,1.65,very negative: 0.0%; negative: 0.0%; neutral: 90.08%; positive: 5.79%; very positive: 4.13%,very negative: 0.0%; negative: 3.31%; neutral: 83.47%; positive: 9.92%; very positive: 3.31%,very negative: 0.83%; negative: 0.0%; neutral: 96.69%; positive: 0.83%; very positive: 1.65%,very negative: 3.31%; negative: 2.48%; neutral: 85.12%; positive: 7.44%; very positive: 1.65%,very negative: 0.0%; negative: 0.83%; neutral: 91.74%; positive: 4.13%; very positive: 3.31%,very negative: 0.0%; negative: 0.83%; neutral: 94.21%; positive: 3.31%; very positive: 1.65%,very negative: 0.0%; negative: 0.83%; neutral: 97.52%; positive: 1.65%; very positive: 0.0%,very negative: 0.83%; negative: 0.0%; neutral: 96.69%; positive: 0.0%; very positive: 2.48%
Brief Garden - Bevis Bawa,solo,1.92,very negative: 0.0%; negative: 1.92%; neutral: 96.15%; positive: 1.92%; very positive: 0.0%,very negative: 5.77%; negative: 3.85%; neutral: 80.77%; positive: 3.85%; very positive: 5.77%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 3.85%; negative: 0.0%; neutral: 86.54%; positive: 5.77%; very positive: 3.85%,very negative: 1.92%; negative: 0.0%; neutral: 88.46%; positive: 5.77%; very positive: 3.85%,very negative: 0.0%; negative: 0.0%; neutral: 94.23%; positive: 5.77%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 98.08%; positive: 1.92%; very positive: 0.0%,very negative: 1.92%; negative: 0.0%; neutral: 96.15%; positive: 0.0%; very positive: 1.92%
Brief Garden - Bevis Bawa,unknown,0.0,very negative: 0.84%; negative: 0.0%; neutral: 89.08%; positive: 9.24%; very positive: 0.84%,very negative: 3.36%; negative: 0.0%; neutral: 84.03%; positive: 10.92%; very positive: 1.68%,very negative: 0.0%; negative: 0.0%; neutral: 99.16%; positive: 0.84%; very positive: 0.0%,very negative: 4.2%; negative: 2.52%; neutral: 76.47%; positive: 14.29%; very positive: 2.52%,very negative: 2.52%; negative: 1.68%; neutral: 84.87%; positive: 5.88%; very positive: 5.04%,very negative: 0.0%; negative: 0.0%; neutral: 94.12%; positive: 3.36%; very positive: 2.52%,very negative: 1.68%; negative: 0.84%; neutral: 95.8%; positive: 1.68%; very positive: 0.0%,very negative: 0.84%; negative: 0.0%; neutral: 94.96%; positive: 3.36%; very positive: 0.84%
Bundala National Park,couple,0.0,very negative: 3.33%; negative: 3.33%; neutral: 90.0%; positive: 3.33%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 96.67%; positive: 3.33%; very positive: 0.0%,very negative: 3.33%; negative: 0.0%; neutral: 96.67%; positive: 0.0%; very positive: 0.0%,very negative: 13.33%; negative: 3.33%; neutral: 56.67%; positive: 13.33%; very positive: 13.33%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 96.67%; positive: 3.33%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%
Bundala National Park,family,0.0,very negative: 3.57%; negative: 0.0%; neutral: 96.43%; positive: 0.0%; very positive: 0.0%,very negative: 3.57%; negative: 0.0%; neutral: 75.0%; positive: 10.71%; very positive: 10.71%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 7.14%; negative: 0.0%; neutral: 50.0%; positive: 25.0%; very positive: 17.86%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 92.86%; positive: 3.57%; very positive: 3.57%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%
Bundala National Park,group,0.26,very negative: 0.77%; negative: 0.0%; neutral: 95.37%; positive: 3.08%; very positive: 0.77%,very negative: 3.6%; negative: 2.31%; neutral: 79.95%; positive: 7.2%; very positive: 6.94%,very negative: 0.0%; negative: 0.0%; neutral: 98.97%; positive: 0.77%; very positive: 0.26%,very negative: 5.91%; negative: 4.37%; neutral: 59.13%; positive: 17.48%; very positive: 13.11%,very negative: 0.0%; negative: 0.0%; neutral: 99.74%; positive: 0.26%; very positive: 0.0%,very negative: 0.26%; negative: 0.0%; neutral: 94.86%; positive: 1.8%; very positive: 3.08%,very negative: 1.03%; negative: 0.0%; neutral: 97.94%; positive: 1.03%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%
Bundala National Park,solo,0.0,very negative: 0.0%; negative: 0.0%; neutral: 96.3%; positive: 3.7%; very positive: 0.0%,very negative: 3.7%; negative: 3.7%; neutral: 85.19%; positive: 7.41%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 3.7%; negative: 3.7%; neutral: 55.56%; positive: 22.22%; very positive: 14.81%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%
Bundala National Park,unknown,0.0,very negative: 2.22%; negative: 0.0%; neutral: 95.56%; positive: 2.22%; very positive: 0.0%,very negative: 2.22%; negative: 2.22%; neutral: 77.78%; positive: 11.11%; very positive: 6.67%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 8.89%; negative: 4.44%; neutral: 48.89%; positive: 20.0%; very positive: 17.78%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 95.56%; positive: 0.0%; very positive: 4.44%,very negative: 2.22%; negative: 0.0%; neutral: 93.33%; positive: 4.44%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%
Ceylon Tea Museum,couple,0.0,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 83.33%; positive: 0.0%; very positive: 16.67%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 66.67%; positive: 16.67%; very positive: 16.67%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 66.67%; positive: 16.67%; very positive: 16.67%
Ceylon Tea Museum,family,0.0,very negative: 0.0%; negative: 0.0%; neutral: 93.75%; positive: 6.25%; very positive: 0.0%,very negative: 6.25%; negative: 0.0%; neutral: 93.75%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 87.5%; positive: 0.0%; very positive: 12.5%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 75.0%; positive: 6.25%; very positive: 18.75%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 6.25%; negative: 0.0%; neutral: 87.5%; positive: 6.25%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%
Ceylon Tea Museum,group,0.0,very negative: 0.98%; negative: 0.98%; neutral: 95.1%; positive: 1.96%; very positive: 0.98%,very negative: 0.98%; negative: 4.9%; neutral: 76.47%; positive: 10.78%; very positive: 6.86%,very negative: 0.0%; negative: 0.0%; neutral: 93.14%; positive: 3.92%; very positive: 2.94%,very negative: 1.96%; negative: 0.98%; neutral: 93.14%; positive: 1.96%; very positive: 1.96%,very negative: 1.96%; negative: 1.96%; neutral: 87.25%; positive: 5.88%; very positive: 2.94%,very negative: 0.98%; negative: 0.0%; neutral: 92.16%; positive: 3.92%; very positive: 2.94%,very negative: 0.0%; negative: 0.0%; neutral: 98.04%; positive: 1.96%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 99.02%; positive: 0.98%; very positive: 0.0%
Ceylon Tea Museum,solo,0.0,very negative: 0.0%; negative: 2.0%; neutral: 96.0%; positive: 2.0%; very positive: 0.0%,very negative: 2.0%; negative: 2.0%; neutral: 90.0%; positive: 6.0%; very positive: 0.0%,very negative: 0.0%; negative: 2.0%; neutral: 88.0%; positive: 10.0%; very positive: 0.0%,very negative: 0.0%; negative: 2.0%; neutral: 94.0%; positive: 2.0%; very positive: 2.0%,very negative: 6.0%; negative: 2.0%; neutral: 86.0%; positive: 0.0%; very positive: 6.0%,very negative: 4.0%; negative: 2.0%; neutral: 92.0%; positive: 0.0%; very positive: 2.0%,very negative: 2.0%; negative: 0.0%; neutral: 98.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 94.0%; positive: 6.0%; very positive: 0.0%
Ceylon Tea Museum,unknown,2.25,very negative: 0.0%; negative: 1.12%; neutral: 98.88%; positive: 0.0%; very positive: 0.0%,very negative: 2.25%; negative: 1.12%; neutral: 86.52%; positive: 6.74%; very positive: 3.37%,very negative: 1.12%; negative: 1.12%; neutral: 86.52%; positive: 5.62%; very positive: 5.62%,very negative: 0.0%; negative: 0.0%; neutral: 92.13%; positive: 5.62%; very positive: 2.25%,very negative: 2.25%; negative: 1.12%; neutral: 86.52%; positive: 5.62%; very positive: 4.49%,very negative: 0.0%; negative: 0.0%; neutral: 97.75%; positive: 2.25%; very positive: 0.0%,very negative: 0.0%; negative: 2.25%; neutral: 96.63%; positive: 1.12%; very positive: 0.0%,very negative: 0.0%; negative: 1.12%; neutral: 94.38%; positive: 4.49%; very positive: 0.0%
Colombo National Museum,couple,0.0,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%
Colombo National Museum,family,0.0,very negative: 0.0%; negative: 3.23%; neutral: 93.55%; positive: 3.23%; very positive: 0.0%,very negative: 0.0%; negative: 3.23%; neutral: 90.32%; positive: 6.45%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 96.77%; positive: 3.23%; very positive: 0.0%,very negative: 3.23%; negative: 0.0%; neutral: 96.77%; positive: 0.0%; very positive: 0.0%,very negative: 6.45%; negative: 0.0%; neutral: 87.1%; positive: 6.45%; very positive: 0.0%,very negative: 12.9%; negative: 3.23%; neutral: 77.42%; positive: 6.45%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 3.23%; neutral: 87.1%; positive: 3.23%; very positive: 6.45%
Colombo National Museum,group,0.0,very negative: 0.0%; negative: 0.0%; neutral: 98.77%; positive: 0.0%; very positive: 1.23%,very negative: 0.0%; negative: 0.0%; neutral: 96.3%; positive: 3.7%; very positive: 0.0%,very negative: 2.47%; negative: 0.0%; neutral: 97.53%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 1.23%; neutral: 95.06%; positive: 2.47%; very positive: 1.23%,very negative: 3.7%; negative: 0.0%; neutral: 88.89%; positive: 3.7%; very positive: 3.7%,very negative: 6.17%; negative: 4.94%; neutral: 87.65%; positive: 0.0%; very positive: 1.23%,very negative: 0.0%; negative: 0.0%; neutral: 98.77%; positive: 1.23%; very positive: 0.0%,very negative: 2.47%; negative: 2.47%; neutral: 77.78%; positive: 13.58%; very positive: 3.7%
Colombo National Museum,solo,0.0,very negative: 0.0%; negative: 0.0%; neutral: 97.4%; positive: 1.3%; very positive: 1.3%,very negative: 1.3%; negative: 0.0%; neutral: 90.91%; positive: 6.49%; very positive: 1.3%,very negative: 1.3%; negative: 0.0%; neutral: 94.81%; positive: 2.6%; very positive: 1.3%,very negative: 0.0%; negative: 0.0%; neutral: 92.21%; positive: 3.9%; very positive: 3.9%,very negative: 1.3%; negative: 0.0%; neutral: 89.61%; positive: 7.79%; very positive: 1.3%,very negative: 6.49%; negative: 5.19%; neutral: 80.52%; positive: 6.49%; very positive: 1.3%,very negative: 0.0%; negative: 0.0%; neutral: 97.4%; positive: 1.3%; very positive: 1.3%,very negative: 1.3%; negative: 1.3%; neutral: 81.82%; positive: 9.09%; very positive: 6.49%
Colombo National Museum,unknown,0.0,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.9%; negative: 0.0%; neutral: 94.59%; positive: 4.5%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 96.4%; positive: 2.7%; very positive: 0.9%,very negative: 1.8%; negative: 0.9%; neutral: 86.49%; positive: 8.11%; very positive: 2.7%,very negative: 4.5%; negative: 1.8%; neutral: 93.69%; positive: 0.0%; very positive: 0.0%,very negative: 0.9%; negative: 0.0%; neutral: 98.2%; positive: 0.9%; very positive: 0.0%,very negative: 2.7%; negative: 5.41%; neutral: 64.86%; positive: 24.32%; very positive: 2.7%
Community Tsunami Museum,couple,0.0,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 87.5%; positive: 12.5%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 87.5%; positive: 0.0%; very positive: 12.5%,very negative: 0.0%; negative: 12.5%; neutral: 87.5%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 12.5%; neutral: 87.5%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 87.5%; positive: 12.5%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 87.5%; positive: 0.0%; very positive: 12.5%
Community Tsunami Museum,family,1.69,very negative: 0.0%; negative: 0.0%; neutral: 98.31%; positive: 1.69%; very positive: 0.0%,very negative: 0.0%; negative: 3.39%; neutral: 89.83%; positive: 6.78%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 89.83%; positive: 10.17%; very positive: 0.0%,very negative: 1.69%; negative: 3.39%; neutral: 91.53%; positive: 1.69%; very positive: 1.69%,very negative: 5.08%; negative: 10.17%; neutral: 72.88%; positive: 11.86%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 1.69%; neutral: 98.31%; positive: 0.0%; very positive: 0.0%
Community Tsunami Museum,group,0.0,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 2.44%; negative: 2.44%; neutral: 82.93%; positive: 7.32%; very positive: 4.88%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 85.37%; positive: 9.76%; very positive: 4.88%,very negative: 0.0%; negative: 2.44%; neutral: 95.12%; positive: 2.44%; very positive: 0.0%,very negative: 4.88%; negative: 0.0%; neutral: 80.49%; positive: 14.63%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%
Community Tsunami Museum,solo,0.0,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 13.64%; negative: 13.64%; neutral: 63.64%; positive: 9.09%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 4.55%; negative: 0.0%; neutral: 90.91%; positive: 4.55%; very positive: 0.0%,very negative: 0.0%; negative: 4.55%; neutral: 95.45%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 90.91%; positive: 4.55%; very positive: 4.55%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 4.55%; negative: 0.0%; neutral: 95.45%; positive: 0.0%; very positive: 0.0%
Community Tsunami Museum,unknown,2.04,very negative: 0.0%; negative: 0.0%; neutral: 97.96%; positive: 2.04%; very positive: 0.0%,very negative: 0.0%; negative: 2.04%; neutral: 95.92%; positive: 2.04%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 4.08%; neutral: 85.71%; positive: 8.16%; very positive: 2.04%,very negative: 0.0%; negative: 4.08%; neutral: 87.76%; positive: 8.16%; very positive: 0.0%,very negative: 2.04%; negative: 2.04%; neutral: 87.76%; positive: 6.12%; very positive: 2.04%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 2.04%; neutral: 93.88%; positive: 4.08%; very positive: 0.0%
Dagoba of Thuparama,family,0.0,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 66.67%; positive: 33.33%; very positive: 0.0%
Dagoba of Thuparama,group,0.0,very negative: 0.0%; negative: 0.0%; neutral: 97.44%; positive: 2.56%; very positive: 0.0%,very negative: 5.13%; negative: 0.0%; neutral: 94.87%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 2.56%; negative: 0.0%; neutral: 97.44%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 10.26%; negative: 2.56%; neutral: 61.54%; positive: 20.51%; very positive: 5.13%
Dagoba of Thuparama,solo,0.0,very negative: 3.45%; negative: 0.0%; neutral: 96.55%; positive: 0.0%; very positive: 0.0%,very negative: 3.45%; negative: 0.0%; neutral: 96.55%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 6.9%; negative: 0.0%; neutral: 89.66%; positive: 3.45%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 96.55%; positive: 3.45%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 96.55%; positive: 3.45%; very positive: 0.0%,very negative: 6.9%; negative: 0.0%; neutral: 51.72%; positive: 37.93%; very positive: 3.45%
